smiles_id,smiles
NPC159390,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
NPC252266,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
NPC232727,COc1ccc2c(c1)[nH]c1c(C)nccc12
NPC32298,O=c1cc(-c2ccccc2)oc2ccccc12
NPC222534,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(O)=N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
NPC37302,COC(=C\c1ccc(O)cc1)/C(O)=N/C=C/c1ccc(O)cc1
NPC36836,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
NPC80463,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C[C@@]3(O)CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@H]12
NPC417745,O=C1C(=O)c2ccccc2-c2ccccc21
NPC290971,COP(=O)(OC)OC=C(Cl)Cl
NPC287876,Oc1nc(O)c2nc[nH]c2n1
NPC317567,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
NPC136014,C[N+](C)(C)CCO
NPC486487,Oc1ccc(-c2oc3cc(O)c4c5c3c2-c2cc(O)cc(O)c2[C@H](c2ccc(O)cc2)[C@@H]5[C@H](c2ccc(O)cc2)[C@@H]4c2cc(O)cc(O)c2)cc1
NPC300325,NC(=O)O
NPC483745,C[C@@H]1C[C@H]2Cc3ncc(C4CCCCN4)cc3[C@]3(C1)NCCC[C@H]23
NPC92403,O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O
NPC95589,NCCCNCCCCNCCCN
NPC148983,Cc1cscn1
NPC101307,C=C[C@@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
NPC225539,c1ccoc1
NPC142330,N=C(N)O
NPC319797,BrCCBr
NPC95868,O=c1c(-c2ccccc2)c1-c1ccccc1
NPC184593,CCOC(C)OCC
NPC318820,ClC=C(Cl)Cl
NPC28280,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C
NPC27675,NCCCNCCCN
NPC144407,C/C=C/C=C/C=O
NPC4958,O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
NPC204251,C=CCSS/C=C/C[S+]([O-])CC=C
NPC252603,Cn1c(=O)c2nc[nH]c2n(C)c1=O
NPC22098,CC(C)=CCC[C@@H](C)CC=O
NPC82016,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1
NPC64250,O=C(O)C1CCCCN1
NPC328877,c1ccc2c(c1)Nc1ccccc1S2
NPC13385,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(=O)[C@](O)(C(=O)OCC)C[C@]4(C)[C@H]3CC[C@]12C)C(C)C
NPC224386,C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CCC(=C)[C@@H]2C[C@@H]1O
NPC475432,O/N=C(/Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(O)=NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)C(O)=NCCc1ccc(O)c(Br)c1
NPC247546,O=C(CO)C(O)C(O)C(O)CO
NPC220705,C=C[C@]1(C)C=C2C(=O)[C@@]3(O)OC(=O)[C@@]4(CCCC(C)(C)[C@H]34)[C@@]2(O)CC1
NPC323937,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1
NPC202768,COc1cc2c(cc1OC)-c1cc3ccc4c(c3c[n+]1CC2)OCO4
NPC63479,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
NPC478610,COC(C)(C)[C@H]1O[C@@]23O[C@@H]1C[C@@H](C)[C@@H]2[C@@]1(C)CC[C@@]24C[C@@]25CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]5CC=C4[C@]1(C)[C@H]3O
NPC225318,CCCCCCCCC(=O)CCCCCCCC
NPC110136,OC(=NC1CCCCC1)NC1CCCCC1
NPC318591,CC(C)NCC(O)COc1cccc2ccccc12
NPC480220,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
NPC485859,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
NPC46958,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O
NPC316910,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
NPC93730,O=c1c(O)c(-c2ccccc2)oc2ccccc12
NPC237936,c1c[nH]cn1
NPC148216,C=C(C)C1CC=C(CO)CC1
NPC123948,COc1cc(/C=C/c2ccc(OC)c(OC)c2)cc(OC)c1
NPC227622,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
NPC280864,N=c1nc(-c2c[nH]c3ccc(Br)cc23)cc[nH]1
NPC16577,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2
NPC117032,CN1C2=C3N=c4ccccc4=C3CCN2C(=O)c2ccccc21
NPC245896,c1cc2ccc3cccc4ccc(c1)c2c34
NPC317237,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2
NPC55068,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
NPC126664,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12
NPC147983,N=c1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
NPC194857,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCC(C)CC3)cc2)C1=O
NPC300059,NCCS(=O)(=O)O
NPC314306,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
NPC35744,O=c1c2ccccc2oc2ccccc12
NPC473417,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
NPC97260,CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)C[C@@H]3O[C@]4(C[C@@H](C)[C@@H]3[C@@]12C)O[C@H](O)[C@@]1(C)O[C@@H]41
NPC475757,COC1C2(O)COC3=C(O)C(=O)C=CC31c1cc(O)c(O)cc1C2
NPC293378,O=C(O)CC(O)(CC(=O)O)C(=O)O
NPC470090,Oc1c2ccccc2c2c3c(cccc13)N=N2
NPC319100,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
NPC470951,O/N=C(\Cc1cc(Br)c(O)c(Oc2ccc(CCN=C(O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(O)=NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)C(O)=NCCc1ccc(O)c(Br)c1
NPC247858,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@]12C)C(C)C
NPC294902,O=C(O)/C=C/c1ccc(O)c(O)c1
NPC43300,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
NPC489102,CC[C@H](C)[C@@H]1N=C(O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]([C@H](C)O)N2C(=O)[C@H](CC[C@H]2O)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCc2ccc(O)cc2)N=C(O)[C@H](O)CO)[C@@H](C)OC1=O
NPC25362,COc1ccc([C@@H]2COc3c(ccc4c3C=CC(C)(C)O4)C2)c(O)c1O
NPC481380,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](OC(=O)C2=CC[C@H](C(C)C)[C@H]3C=C(C)CC[C@@H]23)[C@H](OC)[C@H]1O
NPC142319,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
NPC103105,COc1c(CC=C(C)C)c(O)c(C=O)c(O)c1C(C)=O
NPC484299,C=C[C@]1(C)C[C@H](OC(=O)/C(=C/C)CO)[C@@H]2[C@H](OC(=O)[C@H]2CN2CCC[C@H]2C(=O)O)[C@H]1C(=C)CO
NPC168409,O=CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3
NPC254841,O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21
NPC163099,N=C(N)NCCCCN
NPC479379,N=c1c2c([nH]c3ccccc13)CCCC2
NPC110072,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
NPC300020,C[C@H]1NCCc2cc(O)c(O)cc21
NPC262635,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
NPC480243,CC(c1cc2ccccc2s1)N(O)C(=N)O
NPC260977,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4
NPC50511,c1coc(CNc2nc[nH]c3ncnc2-3)c1
NPC100734,COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@@H]2C[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@H]1OC
NPC137958,N[C@@H](CCC(=O)O)C(=O)O
